log_number,X_uuid,cluster_location_id,date_assessment,governorate_mcna_r,district_mcna,enumerator_num,question.name,issue,action,changed,old.value,Translation,new.value,flag_index
1788,NA,NA,NA,NA,NA,117,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,عمر صغير,the child didn't finish the 6th year of age which required to enrolled in the school.,impossible_to_enroll,1
1948,NA,NA,NA,NA,NA,117,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,مشاكل صحية,health problems.,cannot_go_physically,1
2010,NA,NA,NA,NA,NA,92,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,نقص في العقل,mentally retarded,cannot_go_physically,1
2232,NA,NA,NA,NA,NA,115,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,غير مؤهل للدراسة حاليأ,the child didn't finish the 6th year of age which required to enrolled in the school.,impossible_to_enroll,1
2290,NA,NA,NA,NA,NA,117,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,عدم تجاوز سن البلوغ,the child didn't finish the 6th year of age which required to enrolled in the school.,impossible_to_enroll,1
2388,NA,NA,NA,NA,NA,92,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,تخلف عقلي,mentally retarded,cannot_go_physically,1
2398,NA,NA,NA,NA,NA,117,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,عدم تجاوز سن البلوغ,the child didn't finish the 6th year of age which required to enrolled in the school.,impossible_to_enroll,1
2402,NA,NA,NA,NA,NA,116,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,أعمارهم اقل من المسموح,the child didn't finish the 6th year of age which required to enrolled in the school.,impossible_to_enroll,1
2472,NA,NA,NA,NA,NA,18,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,لم يتم العمر القانوني للتسجيل,the child didn't finish the 6th year of age which required to enrolled in the school.,impossible_to_enroll,1
2541,NA,NA,2/1/2015 0:00,NA,NA,4,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,لايوجد,no thing,NA,1
2558,NA,NA,NA,NA,NA,117,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,عمر صغير,the child didn't finish the 6th year of age which required to enrolled in the school.,impossible_to_enroll,1
2597,NA,NA,NA,NA,NA,95,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,لم يبلغ السن القانوني,the child didn't finish the 6th year of age which required to enrolled in the school.,impossible_to_enroll,1
2623,NA,NA,NA,NA,NA,116,resons_not_attend_other,Flag if resons_not_attend_other is not NA,Translate,NA,توقف الدراسة بسبب كورونا,because of COVID 19,COVID 19 related,1
2658,fa93fb86-e8ca-4d63-94c3-5f4c20ae3c55,8867,7/28/2020 0:00,NA,duhok,95,employment_primary_barriers_other,Flag if employment_primary_barriers_other is not NA,Translate,NA,حاله صحيه ليست جيدا,her health situation that prevent her to attend .,health condition,2
2865,NA,NA,NA,NA,NA,105,employment_primary_barriers_other,Flag if employment_primary_barriers_other is not NA,Translate,NA,الحالة الصحية تمنعه من ذلك (عجز بالقلب),her health situation that prevent her to attend (heart) .,health condition,2
4107,NA,NA,NA,NA,NA,116,employment_primary_barriers_other,Flag if employment_primary_barriers_other is not NA,Translate,NA,لم تتوفر وظائف,lack of jobs opportunities,increased_competition,2
4499,NA,NA,NA,NA,NA,120,employment_primary_barriers_other,Flag if employment_primary_barriers_other is not NA,Translate,NA,طلاب بالمدرسه,students,none,2
15723,83749581-6126-4ce1-bdcf-b78d64bb1b07,7949,7/29/2020 0:00,NA,duhok,93,hh_main_risks_other,Flag if hh_main_risks_other is not NA,Translate,NA,بيع المنزل,selling the house,lack_funds,8
15724,13b60550-6e4e-4803-8cc8-751dba187809,14375,8/18/2020 0:00,NA,dibis,62,hh_main_risks_other,Flag if hh_main_risks_other is not NA,Translate,NA,ليس لديهم طابو للارض,this land is an agricultural land so we don't have the right to build on it ( it is considered as   Property of the government ),no_agreement,8
15725,13b60550-6e4e-4803-8cc8-751dba187809,14375,8/18/2020 0:00,NA,dibis,62,hh_main_risks_other,Flag if hh_main_risks_other is not NA,Translate,NA,ليس لديهم طابو للارض,this land is an agricultural land so we don't have the right to build on it ( it is considered as   Property of the government ),no_agreement,8
16497,f5a864ca-a3aa-442e-a116-684b8d0aa686,NA,8/9/2020 0:00,NA,tikrit,112,hh_main_risks_other,Flag if hh_main_risks_other is not NA,Translate,NA,بناء قديم قابل للسقوط,old building that probably will full down,inadequate,8
18274,8a6f0670-17f7-49d5-b266-7ee54e5fe6e0,7768,8/13/2020 0:00,NA,al.amadiya,96,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,ثلاجة,"Refrigerator, cooker, washing machine, TV",refrigerator,9
18275,c6d1acb2-df4a-4be0-b49b-6a4eb4676e77,7770,8/13/2020 0:00,NA,al.amadiya,83,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,ثلاجة,Refrigerator,refrigerator,9
18276,f3b1d504-b791-479d-bd73-f4fa53b66a67,7896,8/13/2020 0:00,NA,al.amadiya,92,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,نفط,Kerosine,heating_cooking_fuel,9
18277,c4b13db2-062d-4933-8ba0-c2b6b36c8c6e,7896,8/13/2020 0:00,NA,al.amadiya,89,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,نفط _دفاية,Kerosin+Heater,heating_cooking_fuel,9
18278,ee481084-f9a1-4a14-8e50-ea03be0ba15e,7896,8/13/2020 0:00,NA,al.amadiya,89,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,فلتر الماء,water filter,water_filter,9
18279,34437c37-2d83-4508-b3d3-77eaa8a6fea3,7896,8/13/2020 0:00,NA,al.amadiya,92,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,فلتر ماء,water filter,water_filter,9
18280,50b17f56-6e42-481b-ba54-3cbc81ac3499,7945,7/29/2020 0:00,NA,duhok,86,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,غسالة,washing machine,washing_machine,9
18281,83749581-6126-4ce1-bdcf-b78d64bb1b07,7949,7/29/2020 0:00,NA,duhok,93,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,العلاج,Treatment,NA,9
18282,6ab5212c-9b4a-49f1-898f-da0bc7f3c3f3,7949,7/29/2020 0:00,NA,duhok,93,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مواد غذائيه,Food Items,NA,9
18283,50ae5cfe-dc5f-4ea5-a7fe-7a31b39d870c,7989,7/30/2020 0:00,NA,sumail,89,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مبردات,Air cooler,airconditioner,9
18284,fc1e2a96-4115-4557-8eac-31ab29cea538,8171,8/13/2020 0:00,NA,al.amadiya,95,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,غسالة,washing machine,washing_machine,9
18286,01a9044d-93f8-41ad-8564-38e2e8aba129,8369,7/30/2020 0:00,NA,sumail,87,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,حهاز تصغية الماء,water filter,water_filter,9
18287,53772258-1603-4ff2-b5bd-1d67f8a196fc,8369,7/30/2020 0:00,NA,sumail,87,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,جهاز تصفية الماء,water filter,water_filter,9
18288,17d64802-32c0-4a6d-8231-e564f3d1739f,8783,8/10/2020 0:00,NA,aqra,89,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مبردات,Air cooler,airconditioner,9
18289,ebb89b5c-33fa-4890-a4e5-fa06686ee6c6,8783,8/10/2020 0:00,NA,aqra,83,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,"ثلاجة، برادة",Refrigerator+ air cooler,airconditioner refrigerator,9
18290,de791b10-4bf4-4820-a6cb-b0ed14cfa367,8783,8/11/2020 0:00,NA,aqra,87,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,خزانة ملابس,closet,closet,9
18291,495987c5-ca9b-4434-9e82-f8ec6c165ea6,8783,8/10/2020 0:00,NA,aqra,83,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,"مجمدة، غسالة",Frezer+washing machine,freezer washing_machine,9
18292,21810bb6-4a1f-43a5-b3fc-81e16e7ae68a,8783,8/11/2020 0:00,NA,aqra,87,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,خزانة ملابس,closet,closet,9
18293,58b1d886-14f7-437a-bf72-e3c2d43ac085,12172,8/22/2020 0:00,NA,shaqlawa,120,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,غساله وثلاجه,Refrigerator+ washing machine,refrigerator washing_machine,9
18294,0c5b77b3-b1d5-44f9-a284-d15461ba5939,12172,8/22/2020 0:00,NA,shaqlawa,120,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,غساله و مجمده,Frezer+washing machine,freezer washing_machine,9
18295,ebe278e0-30fb-4695-96a1-8c9fde0c9459,13141,9/6/2020 0:00,NA,rawanduz,120,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,غساله,washing machine,washing_machine,9
18296,59ff83b3-0733-4abd-90aa-582c5b18c665,13372,8/22/2020 0:00,NA,shaqlawa,120,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,غساله,washing machine,washing_machine,9
18297,9b3e02ce-1b1b-424a-9d1c-07e436c9c500,14375,8/18/2020 0:00,NA,dibis,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,تلفزيون,TV,tv,9
18298,9b3e02ce-1b1b-424a-9d1c-07e436c9c500,14375,8/18/2020 0:00,NA,dibis,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,تلفزيون,TV,tv,9
18299,2112a6a9-2a59-427b-beb6-dfcc4d525e2a,14375,8/18/2020 0:00,NA,dibis,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مجمده,Frezer,freezer,9
18300,2112a6a9-2a59-427b-beb6-dfcc4d525e2a,14375,8/18/2020 0:00,NA,dibis,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مجمده,Frezer,freezer,9
18301,e91b95c3-45d6-4a60-b6cc-eb1fc978b89a,14375,8/18/2020 0:00,NA,dibis,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,تلفزيون,Frezer,freezer,9
18302,e91b95c3-45d6-4a60-b6cc-eb1fc978b89a,14375,8/18/2020 0:00,NA,dibis,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,تلفزيون,Frezer,freezer,9
18303,ad878abb-8aed-47ba-8f62-afc25d4d0f3b,14375,8/16/2020 0:00,NA,dibis,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,تلفزيون مدفئه,TV+ heater,heating_cooking_fuel,9
18304,ad878abb-8aed-47ba-8f62-afc25d4d0f3b,14375,8/16/2020 0:00,NA,dibis,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,تلفزيون مدفئه,TV+ heater,heating_cooking_fuel,9
18305,6fc50007-ad4d-4e5a-b2a2-e92f4034c30d,14375,8/17/2020 0:00,NA,dibis,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مجمدة,Frezer,freezer,9
18306,6fc50007-ad4d-4e5a-b2a2-e92f4034c30d,14375,8/17/2020 0:00,NA,dibis,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مجمدة,Frezer,freezer,9
18307,007e0f46-708d-407e-b87c-f9aa108624de,14375,8/17/2020 0:00,NA,dibis,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,ثلاجه,Refrigerator,refrigerator,9
18308,007e0f46-708d-407e-b87c-f9aa108624de,14375,8/17/2020 0:00,NA,dibis,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,ثلاجه,Refrigerator,refrigerator,9
18309,0b5e50a0-0a8c-4a51-8ca7-b4566e94dc94,14407,8/19/2020 0:00,NA,dibis,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مكينه/مجمده/مدفئه/,sewing machine+ Frezer+Heater,sewing_machine winter_heaters freezer,9
18310,6db83109-fba9-41ee-adc6-efd661b3fe87,14407,8/19/2020 0:00,NA,dibis,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مجمده تلفزيون مدفئه مروحه غساله طباخ,Frezer+Television +heater +fan+washing machine +cooking Machine,freezer heating_cooking_fuel mattresses_sleeping_mats washing_machine,9
18311,a10b1969-5324-4b44-98f7-652369dfa2bb,14407,8/19/2020 0:00,NA,dibis,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,ثلاجه تلفزيون غساله مجمده,Refrigerator+ washing machine+TV+Frezer,refrigerator washing_machine freezer,9
18312,debc453a-44ea-45fe-9fe5-6af0310846fd,14407,8/19/2020 0:00,NA,dibis,55,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,غساله-مغسله,washing machine +  Laundry,washing_machine,9
18313,af128841-4dab-4a9b-b73d-62922e62533e,14407,8/19/2020 0:00,NA,dibis,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مكينة خياطه/ثلاجه/غساله/مدفئه,Refrigerator+sewing machine+washing machine+heater,refrigerator washing_machine sewing_machine,9
18314,5519f262-7244-477a-9939-348da114dc80,14530,9/3/2020 0:00,NA,kirkuk,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مال,cash money,NA,9
18315,8ee22773-5ab1-44a9-965f-21ae52b3f5b3,14530,9/3/2020 0:00,NA,kirkuk,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مال,cash money,NA,9
18316,89b4d928-748f-469e-aff0-b7dd748f22e6,14530,9/3/2020 0:00,NA,kirkuk,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مال,cash money,NA,9
18317,f9c73746-c610-4899-ab2d-7405444234b0,14530,9/3/2020 0:00,NA,kirkuk,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مال,cash money,NA,9
18318,2e72f906-a135-40dc-82a7-e9f2e4327e6c,14530,9/3/2020 0:00,NA,kirkuk,54,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,اموال,cash money,NA,9
18319,50b290ac-cb06-41b1-9ad8-363300493f97,14788,8/27/2020 0:00,NA,daquq,54,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,اموال,cash money,NA,9
18320,14405250-cdee-4d95-9ddf-24edfd7d6247,14788,8/27/2020 0:00,NA,daquq,54,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,اموال,cash money,NA,9
18321,f7bf26d8-dff8-4567-aa97-2dd915dfad69,14788,8/27/2020 0:00,NA,daquq,54,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,تعمير البيت,rehabilitation of the hous,NA,9
18322,e4803abc-d007-477d-9354-7267ac59914c,14788,8/27/2020 0:00,NA,daquq,54,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,اموال,cash money,NA,9
18323,d6f39178-5a45-4b02-9346-59fa7ea9cee8,15139,8/26/2020 0:00,NA,daquq,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مجمده غساله مدفئه,Frezer+washing machine+heater,freezer washing_machine winter_heaters,9
18324,0acd9b93-3c40-4408-8557-633a5d0df802,15139,8/26/2020 0:00,NA,daquq,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مجمده غساله مدفئه,Frezer+washing machine+heater,freezer washing_machine winter_heaters,9
18325,20b686a0-1f4a-4be8-8d85-3dac37e1d9ef,15139,8/26/2020 0:00,NA,daquq,54,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,اموال,cash money,NA,9
18326,48cdf1e0-de72-4f50-aa03-e0cbd7bff8b2,15139,8/26/2020 0:00,NA,daquq,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مجمده غساله مدفئه تلفزيون,Frezer+washing machine+heater+TV,freezer washing_machine winter_heaters,9
18327,44cb2cd1-770a-473f-a831-48e611e94122,15139,8/26/2020 0:00,NA,daquq,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,أبواب وشبابيك مجمده,Doors + windows +Frezer,freezer,9
18328,ccc8c03f-3734-45e1-bb85-97af9c228dc3,15139,8/26/2020 0:00,NA,daquq,54,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,اموال,cash money,NA,9
18329,67345012-0c2b-49eb-b73c-e177ce37e62e,15139,8/26/2020 0:00,NA,daquq,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مجمده تلفزيون غساله,Frezer+Television +washing machine,freezer washing_machine,9
18330,06519c6d-080a-4d14-b15a-c8282b864671,15139,8/26/2020 0:00,NA,daquq,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,أبواب وشبابيك ومجمده وغساله,Doors + windows +Frezer +Washing Machine,freezer washing_machine,9
18331,475a6d3e-756d-4d21-86eb-98314d0ae037,15139,8/26/2020 0:00,NA,daquq,54,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,اموال,cash money,NA,9
18332,7f20f00f-41a4-49c9-9e50-58535349ab37,15463,8/24/2020 0:00,NA,dibis,55,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,سخان,water boiler,water_boiler,9
18334,3d04731a-4fa9-48f5-8091-a04daf2051fa,17333,8/7/2020 0:00,NA,al.shikhan,92,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,تلفزون,TV,tv,9
18335,85ecdd56-227e-4bb4-b554-771b5e36aaf9,17333,8/7/2020 0:00,NA,al.shikhan,83,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,ثلاجة,Refrigerator,refrigerator,9
18337,8d73a0b0-79b5-44aa-92be-5a4e9a2030f3,17333,8/7/2020 0:00,NA,al.shikhan,83,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,ثلاجة,Refrigerator,refrigerator,9
18338,d7eb8eae-fef2-402c-816b-6df795d73ab7,17734,8/9/2020 0:00,NA,aqra,83,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,"غسالة ، ثلاجة",Refrigerator+washing machine,refrigerator washing_machine,9
18339,67c86baa-4968-4e77-9a0a-5951d8b86cd6,17734,8/9/2020 0:00,NA,aqra,83,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مجمدة,Frezer,freezer,9
18341,77be301e-ea11-4447-ae0e-74a6cf727ba3,17752,8/8/2020 0:00,NA,al.shikhan,83,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,"ثلاجة، مجمدة",Refrigerator+ frezer,refrigerator freezer,9
18342,9e351a50-8fc5-47d7-8582-d15e7c081d56,18199,8/8/2020 0:00,NA,al.shikhan,86,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,ثلاجة,Refrigerator,refrigerator,9
18343,90333556-6868-47d4-8021-11de42aacdb8,19555,7/21/2020 0:00,NA,al.kut,1,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,اجهزة التكيف والتبريد,Air cooler,airconditioner,9
18344,06726160-c837-4d59-b7d6-4884775f440e,19555,7/21/2020 0:00,NA,al.kut,1,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,اجهزة تكييف وتبريد,Air cooler,airconditioner,9
18345,8d3f683d-cfd9-4d6a-abc3-143b7a217a9e,20790,8/18/2020 0:00,NA,erbil,120,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,غساله ومجمده,Frezer+washing machine,freezer washing_machine,9
18346,6f9b8d0c-616b-46e5-805e-119b07ffaed4,20790,8/18/2020 0:00,NA,erbil,120,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,غساله,washing machine,washing_machine,9
18347,f9d9c6f2-e542-41ba-a24c-f17e7f8416ab,21453,9/6/2020 0:00,NA,daquq,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,ثلاجه,Refrigerator,refrigerator,9
18348,59ecfd4a-cefa-4fbf-ac40-551e21a9acbe,21453,9/6/2020 0:00,NA,daquq,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,نقود,cash money,NA,9
18349,960867e4-7321-42e1-b557-27ab7979106d,21453,9/6/2020 0:00,NA,daquq,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,غساله,washing machine,washing_machine,9
18350,7b18a83c-1f6e-485e-bf09-ea5f1c3de35e,21453,9/6/2020 0:00,NA,daquq,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مجمده تلفزيون مدفئه,Frezer+Television +heater .,heating_cooking_fuel mattresses_sleeping_mats,9
18351,c86e4ff2-979a-4654-8e0f-37b42ceeb627,21483,9/7/2020 0:00,NA,daquq,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,ثلاجه ومجمده,Refrigerator+ frezer,refrigerator freezer,9
18352,8f5ef5b0-1bd6-4b4f-a42b-49706f18edab,21483,9/7/2020 0:00,NA,daquq,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,ثلاجه مجمده,Refrigerator+ frezer,refrigerator freezer,9
18353,a0cf62a8-4be7-4894-aa7c-763d75cbfe85,21483,9/7/2020 0:00,NA,daquq,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مبلغ مالي,cash money,NA,9
18354,37f45a5c-7435-4c27-a4fc-bb0f083f2220,21483,9/7/2020 0:00,NA,daquq,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مبلغ نقود,cash money,NA,9
18355,61e03ef5-8c03-4ced-8015-9b2391862a59,21483,9/7/2020 0:00,NA,daquq,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,نقود,cash money,NA,9
18356,ef87546a-5fa7-4dc1-b7dd-da617c84b5aa,21483,9/7/2020 0:00,NA,daquq,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مجمده مدفئه,Frezer+Heater,freezer heating_cooking_fuel ,9
18357,307d962b-ccac-442b-9da3-9acaa90f4b75,21899,8/17/2020 0:00,NA,erbil,1,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مجمده و تلفزيون وطباخ الخ,Frezer+TV+stove,freezer cooking_stove,9
18358,dd251898-7aec-4096-a379-9b1a6648c532,21899,8/17/2020 0:00,NA,erbil,1,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,كنتور او كنصور حافظ الملابس,Closet,closet,9
18359,77df8b6f-1f28-4378-8b56-603f2393e1c5,21971,7/28/2020 0:00,NA,duhok,83,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مجمدة,frezer,freezer,9
18360,d1f804c9-2fd4-4365-91f4-cf9584b3e33b,23713,8/20/2020 0:00,NA,shaqlawa,120,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,غساله,washing machine,washing_machine,9
18361,3a676b53-d545-4ab1-b7d7-65bbf944f291,24092,7/28/2020 0:00,NA,duhok,86,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مبردات,Air cooler,airconditioner,9
18362,65c48f94-08bf-4d82-97cb-c3a68d8bb798,24580,8/12/2020 0:00,NA,aqra,86,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,غسالة,washing machine,washing_machine,9
18363,76bcd2f2-b65a-408a-b7ba-3a49ec6dcd78,24596,7/29/2020 0:00,NA,sumail,98,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مبردة,Air cooler,airconditioner,9
18364,c167211e-c7b4-4451-8500-4954dc68e684,24628,7/29/2020 0:00,NA,duhok,95,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,غسالة ملابس,washing machine,washing_machine,9
18365,e254687d-ce60-4ae8-a9c7-b01418cd2b49,24631,8/23/2020 0:00,NA,dibis,54,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مال,cash money,NA,9
18366,48bc03bc-9dca-4e74-9b4a-263aedeee4ee,24631,8/23/2020 0:00,NA,dibis,54,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,المال,cash money,NA,9
18367,8063b964-01cc-4a72-843d-6b5a00690c18,24632,8/23/2020 0:00,NA,dibis,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,طباخ غساله مجمده,stove+washinig machine+frezer,cooking_stove washing_machine freezer,9
18368,333db068-0108-47d4-af83-163d81cb17db,24632,8/23/2020 0:00,NA,dibis,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,طباخ,stove,cooking_stove ,9
18369,8b5eaa88-cb3c-43db-8d12-6bad419cdd7a,24632,8/23/2020 0:00,NA,dibis,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مجمده مدفئه فرشات,frezer+heater+matresses,freezer heating_cooking_fuel mattresses_sleeping_mats,9
18370,6c49236a-2427-47ac-83f4-f7a2806a840a,24632,8/23/2020 0:00,NA,dibis,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,طباخ,stove,cooking_stove,9
18371,16cd1701-eb91-4735-8c64-caa69ca1604c,24632,8/23/2020 0:00,NA,dibis,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,طباخ/ براد /غساله/مدفئه,stove+water cooler+washing machine,cooking_stove washing_machine,9
18372,ca9bb2a5-a3ba-42cc-82b8-44838a00fc75,25556,8/13/2020 0:00,NA,kirkuk,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,طباخ,stove,cooking_stove,9
18375,e3e5ca0e-7ad4-4436-a6fe-f5723177f143,25739,8/27/2020 0:00,NA,daquq,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مدفئه دواشك,heater+matresses,heating_cooking_fuel mattresses_sleeping_mats,9
18376,9f3396ae-515f-4301-b505-e691a299d9aa,25739,8/27/2020 0:00,NA,daquq,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,طباخ مكينه خياطه,stove+sewing machine,cooking_stove sewing_machine,9
18377,8fc5fcdd-913a-4548-a317-ef6bd52b6315,25739,8/27/2020 0:00,NA,daquq,59,nfi_priority_needs_other,Flag if nfi_priority_needs_other is not NA,Translate,NA,مجمده طباخ أبواب,Frezer +cooking machine +Doors,freezer cooking_stove,9
